ID,Date,Long,Lat,Price
462,23/10/2008 00:00,-0.205963,51.5984,600000
463,14/03/2008 00:00,-0.165953,51.3794,112557
464,17/01/2008 00:00,-7.55729,49.7667,840000
465,01/02/2008 00:00,-0.14267,51.4498,430100
466,19/09/2008 00:00,-0.233873,51.6073,450000
467,05/02/2008 00:00,-7.55729,49.7667,360000
468,24/11/2008 00:00,-7.55729,49.7667,370000
469,05/02/2008 00:00,0.038027,51.5489,290000
470,15/02/2008 00:00,-0.182404,51.365,200000
471,01/02/2008 00:00,-0.127191,51.6013,310000
472,01/04/2008 00:00,-0.112441,51.453,200000
473,21/07/2008 00:00,-0.312869,51.419,525000
474,14/02/2008 00:00,-0.19656,51.4281,196000
475,22/08/2008 00:00,-0.183849,51.45,870000
476,11/01/2008 00:00,-0.010505,51.5057,395000
477,21/11/2008 00:00,-7.55729,49.7667,332500
478,02/05/2008 00:00,-0.152746,51.4504,755000
479,10/12/2008 00:00,0.044917,51.4625,220000
480,19/02/2008 00:00,-0.162919,51.4641,277500
481,19/06/2008 00:00,-0.1397,51.4424,320000
482,11/01/2008 00:00,-0.094376,51.4261,182500
483,04/07/2008 00:00,-0.303103,51.3933,235000
484,09/04/2008 00:00,-0.239339,51.5631,249950
485,10/10/2008 00:00,-0.172665,51.4093,166000
486,15/05/2008 00:00,-0.069762,51.5751,725000
487,26/09/2008 00:00,-7.55729,49.7667,212000
488,01/09/2008 00:00,-0.099201,51.5388,210000
489,14/02/2008 00:00,-0.312064,51.3932,205000
490,05/03/2008 00:00,-0.173819,51.5134,185000
491,07/11/2008 00:00,-0.226388,51.4082,327500
492,15/12/2008 00:00,-0.166793,51.5352,230000
493,12/12/2008 00:00,0.122407,51.3813,180000
494,30/04/2008 00:00,0.013834,51.3997,250000
495,16/05/2008 00:00,-0.170165,51.4244,275000
496,20/03/2008 00:00,-7.55729,49.7667,470000
497,25/01/2008 00:00,-0.134621,51.4968,650000
498,26/09/2008 00:00,-7.55729,49.7667,334000
499,06/06/2008 00:00,0.051227,51.5454,265000
500,23/09/2008 00:00,-0.181879,51.5268,465000
501,24/09/2008 00:00,-0.373503,51.483,285000
502,23/05/2008 00:00,-0.197336,51.419,414000
503,16/06/2008 00:00,-0.457633,51.5285,362500
504,02/12/2008 00:00,-0.278291,51.6124,260000
505,14/11/2008 00:00,-0.156994,51.5464,675000
506,11/04/2008 00:00,-0.068412,51.4605,520000
507,23/04/2008 00:00,-0.127284,51.466,371500
508,28/03/2008 00:00,-0.096884,51.3439,390000
509,03/11/2008 00:00,-0.369073,51.482,285000
510,22/10/2008 00:00,0.273963,51.5688,400000
511,06/06/2008 00:00,-0.071232,51.5919,210000
